Rank,Restaurant,Score,Total Reviews,Yelp Rating,Yelp Reviews,Google Rating,Google Reviews,Price,Cuisine,City,Google Maps URL,Snapshot UTC,Google Only
11,Mercado Roma,8.6,17098,4.0,211,4.3,16887,$$,"Food Stands, Coffee & Tea, Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJ0Z9P0z7_0YURVqrnz-OpFms,2026-03-28T21:32:11.461Z,false
12,Taquería Los Cocuyos,8.2,14013,4.5,323,4.1,13690,$,"Street Vendors, Tacos","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJs1uZdNP-0YUR7xEuCTGxAMM,2026-03-28T21:32:11.461Z,false
13,Sonora Grill,9.2,13171,3.4,94,4.6,13077,$$$,"Bars, Mexican, Steakhouses","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJabM5h9T40YURqvTgMl5_p7I,2026-03-28T21:32:11.461Z,false
14,El Cardenal,9.4,13101,4.5,135,4.7,12966,$$,"Mexican, Breakfast & Brunch","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJtfhD_tT40YURj39iqrcd2ww,2026-03-28T21:32:11.461Z,false
15,Miralto Restaurante,8.6,12903,2.5,57,4.3,12846,$$$,Mediterranean,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJt5t7NS350YURn_m9w0kUCf4,2026-03-28T21:32:11.461Z,false
16,Los Callejeros,9.0,12518,4.9,12,4.5,12506,,"Mexican, Fast Food","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJtaTImCz50YURpRmmaNWR24A,2026-03-28T21:32:11.461Z,false
17,Mochomos,9.8,11764,4.2,17,4.9,11747,,"Mexican, Steakhouses, Seafood Markets","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJZ0WepyAC0oURx6qx9_xP0fA,2026-03-28T21:32:11.461Z,false
18,La Esquina del Chilaquil,8.8,11001,4.5,134,4.4,10867,$,"Street Vendors, Mexican","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJo6Zhj0L_0YURRFnw4GR8dew,2026-03-28T21:32:11.461Z,false
19,Centro Castellano,9.2,10978,4.0,25,4.6,10953,$$$,"Spanish, Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJYfJsYtP-0YURoLMwmm6TOqc,2026-03-28T21:32:11.461Z,false
20,Azul,8.8,10976,4.1,456,4.4,10520,$$$,"Mexican, Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJzbJ7ydL-0YURDh_BqkCUY5E,2026-03-28T21:32:11.461Z,false
21,El Califa,8.6,10834,4.2,249,4.3,10585,$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJ01vziUn_0YURyKoDt6Go4P4,2026-03-28T21:32:11.461Z,false
22,San Ángel Inn,9.2,10822,4.2,140,4.6,10682,$$$,"Mexican, Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJufeRJhsA0oURihuMwEKs2Ao,2026-03-28T21:32:11.461Z,false
23,Café Nin,8.8,10656,4.5,298,4.4,10358,$$,Breakfast & Brunch,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJuXSKaDH_0YURxdPlN4QO4uc,2026-03-28T21:32:11.461Z,false
24,El Balcón del Zócalo,8.8,9413,3.9,362,4.4,9051,$$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJmRyjRi350YUR5JZ-zfmpy6M,2026-03-28T21:32:11.461Z,false
25,Mog,9.0,9387,4.3,201,4.5,9186,$$,"Sushi Bars, Thai, Ramen","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJjUpcMyX_0YURKD01V_kJOhM,2026-03-28T21:32:11.461Z,false
26,Coox Hanal,9.2,9033,4.5,27,4.6,9006,$$,Yucatan,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJjeNNMtL-0YURcYy7j7wVbIU,2026-03-28T21:32:11.461Z,false
27,Porfirio's,9.0,8666,3.7,126,4.5,8540,$$$,"Mexican, Cocktail Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJPVNOCAAC0oURSYtY8JP39VE,2026-03-28T21:32:11.461Z,false
28,Corazón de Maguey,8.8,8242,3.9,102,4.4,8140,$$$,"Mexican, Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJGX_PSsP_0YURvm73DGoe4r4,2026-03-28T21:32:11.461Z,false
29,La Opera,9.0,8173,,,4.5,8173,,"Bar And Grill, Mexican Restaurant, Bar","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJJ3vOmSz50YURYFga67X4PAM,2026-03-28T21:32:11.461Z,false
30,Churrería El Moro,8.8,8158,4.4,147,4.4,8011,$,"Mexican, Churros","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJm12pXkr_0YUR4tvCa1kvp-M,2026-03-28T21:32:11.461Z,false
31,Lardo,8.8,8032,4.4,489,4.4,7543,$$,"Breakfast & Brunch, French, Cafeteria","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJc_5HvUX_0YURuNKrxLPQKEU,2026-03-28T21:32:11.461Z,false
32,El Mayor,8.8,7952,4.0,131,4.4,7821,$$,"Mexican, Cocktail Bars","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJF_L6AjP50YURKgf9s7RHkqI,2026-03-28T21:32:11.461Z,false
33,Contramar,9.0,7428,4.5,902,4.5,6526,$$$,"Seafood, Mexican","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJez8vvy__0YURP0rx5WhEig4,2026-03-28T21:32:11.461Z,false
34,RosaNegra Polanco,9.0,7251,3.7,210,4.5,7041,$$$$,"Steakhouses, Seafood, International","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJrwqHxQEC0oURQc3yfAC7XdI,2026-03-28T21:32:11.461Z,false
35,El Pescadito,9.2,6967,4.4,174,4.6,6793,$,"Seafood, Fast Food, Northern Mexican","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJ1RhNBET_0YURCdkz4j2Bqt0,2026-03-28T21:32:11.461Z,false
36,Pujol,8.7,6770,4.2,952,4.4,5818,$$$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJWZ2zdav40YURFvsU_rU3uaE,2026-03-28T21:32:11.461Z,false
37,Taquería El Califa,8.8,6393,4.2,125,4.4,6268,$$,Tacos,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJXQJPPWr_0YURVCvnKidKKUU,2026-03-28T21:32:11.461Z,false
38,El Bajío,9.0,6144,4.1,155,4.5,5989,$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJMeq02PgB0oURnyZhcPLg55s,2026-03-28T21:32:11.461Z,false
